product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0031_P003,M0031,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,135000,0.928554,0.096769,16028434,23,696888,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0031_P004,M0031,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,120000,1.108478,0.11552,19134220,28,683365,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0031_P005,M0031,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,90000,1.4457,0.150664,24955246,36,693201,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0031_P006,M0031,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,160000,1.125204,0.117263,19422946,28,693677,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0031_P007,M0031,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,80000,0.85178,0.088768,14703179,21,700151,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0031_P008,M0031,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Enterprise,Strategy,507,0.472,165635220,110000,0.953185,0.099336,16453606,24,685567,0.041,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P001,M0032,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,150000,1.062479,0.113562,5413216,18,300734,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P002,M0032,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,175000,1.245166,0.133088,6343984,21,302094,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P003,M0032,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,135000,0.928554,0.099247,4730884,15,315392,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P004,M0032,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,120000,1.695319,0.181202,8637466,28,308481,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P005,M0032,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,90000,0.792803,0.084738,4039246,13,310711,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P006,M0032,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,160000,1.125204,0.120266,5732793,19,301726,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P007,M0032,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,80000,1.553246,0.166017,7913621,26,304370,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0032_P008,M0032,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Enterprise,Product,659,0.235,47667586,110000,0.953185,0.10188,4856376,16,303524,0.042,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P001,M0033,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,150000,0.772712,0.086494,10381916,37,280592,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P002,M0033,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,175000,1.651343,0.184845,22186917,78,284448,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P003,M0033,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,135000,0.773795,0.086616,10396468,37,280986,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P004,M0033,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,120000,0.923732,0.103399,12410964,44,282067,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P005,M0033,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,90000,0.991004,0.110929,13314813,47,283294,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P006,M0033,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,160000,1.49225,0.167036,20049390,71,282386,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P007,M0033,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,80000,1.064725,0.119181,14305310,51,280496,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0033_P008,M0033,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CFO,913,0.465,120030058,110000,1.264118,0.1415,16984280,60,283071,0.039,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P001,M0034,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,150000,0.772712,0.09264,4645909,28,165925,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P002,M0034,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,175000,0.905575,0.108568,5444743,32,170148,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P003,M0034,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,135000,1.411039,0.169168,8483827,51,166350,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P004,M0034,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,120000,1.684452,0.201947,10127715,60,168795,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P005,M0034,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,90000,0.991004,0.11881,5958381,36,165511,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P006,M0034,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,160000,0.81833,0.098109,4920187,29,169662,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P007,M0034,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,80000,1.064725,0.127649,6401628,38,168464,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0034_P008,M0034,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,CRO,1096,0.273,50150387,110000,0.693226,0.08311,4167997,25,166720,0.077,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P001,M0035,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,150000,1.409064,0.167834,19014879,90,211276,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P002,M0035,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,175000,0.905575,0.107863,12220458,58,210698,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P003,M0035,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,135000,0.773795,0.092167,10442131,50,208843,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P004,M0035,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,120000,0.923732,0.110026,12465474,59,211279,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P005,M0035,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,90000,1.807125,0.215247,24386595,116,210229,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P006,M0035,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,160000,0.81833,0.097472,11043118,53,208361,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P007,M0035,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,80000,1.064725,0.12682,14368141,68,211296,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0035_P008,M0035,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Strategy,1167,0.462,113295664,110000,0.693226,0.08257,9354868,45,207886,0.1,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P001,M0036,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,150000,0.772712,0.092997,6073836,37,164158,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P002,M0036,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,175000,0.905575,0.108988,7118193,44,161777,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P003,M0036,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,135000,0.773795,0.093128,6082350,37,164388,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P004,M0036,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,120000,1.412766,0.170029,11104922,68,163308,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P005,M0036,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,90000,0.991004,0.119269,7789699,48,162285,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P006,M0036,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,160000,0.81833,0.098488,6432414,39,164934,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P007,M0036,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,80000,1.941558,0.23367,15261444,93,164102,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0036_P008,M0036,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,APAC,Mid-Market,Product,1454,0.275,65311898,110000,0.693226,0.083431,5449040,33,165122,0.127,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P001,M0037,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,150000,1.207363,0.104745,4085907,4,1021477,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P002,M0037,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,175000,2.580223,0.223848,8731883,8,1091485,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P003,M0037,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,135000,0.889865,0.0772,3011443,3,1003814,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P004,M0037,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,120000,1.062291,0.092159,3594962,3,1198321,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P005,M0037,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,90000,0.713523,0.061902,2414674,2,1207337,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P006,M0037,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,160000,2.33164,0.202282,7890638,7,1127234,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P007,M0037,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,80000,0.766602,0.066507,2594303,2,1297152,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0037_P008,M0037,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CFO,105,0.334,39008143,110000,1.975184,0.171357,6684333,6,1114056,0.036,High,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P001,M0038,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,150000,1.207363,0.120446,4362176,5,872435,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P002,M0038,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,175000,1.414961,0.141156,5112224,6,852037,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P003,M0038,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,135000,1.622695,0.16188,5862760,7,837537,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P004,M0038,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,120000,1.93712,0.193247,6998772,8,874846,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P005,M0038,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,90000,0.713523,0.071181,2577943,3,859314,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P006,M0038,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,160000,1.278641,0.127557,4619704,6,769951,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P007,M0038,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,80000,0.766602,0.076476,2769717,3,923239,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0038_P008,M0038,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Strategic,CRO,94,0.464,36216750,110000,1.083165,0.108056,3913454,5,782691,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P001,M0039,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,150000,2.201662,0.220203,5950387,6,991731,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P002,M0039,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,175000,1.414961,0.14152,3824187,4,956047,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P003,M0039,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,135000,0.889865,0.089001,2405019,2,1202510,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P004,M0039,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,120000,1.062291,0.106247,2871033,3,957011,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P005,M0039,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,90000,1.30113,0.130135,3516537,3,1172179,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P006,M0039,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,160000,1.278641,0.127886,3455758,3,1151919,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P007,M0039,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,80000,0.766602,0.076673,2071880,2,1035940,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0039_P008,M0039,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Strategy,71,0.377,27022250,110000,1.083165,0.108335,2927449,3,975816,0.088,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P001,M0040,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,150000,1.207363,0.125635,1964431,2,982216,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P002,M0040,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,175000,1.414961,0.147237,2302202,3,767401,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P003,M0040,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,135000,0.889865,0.092597,1447848,2,723924,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P004,M0040,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,120000,1.624681,0.169059,2643425,3,881142,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P005,M0040,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,90000,0.713523,0.074247,1160932,1,1160932,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P006,M0040,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,160000,1.278641,0.133052,2080404,2,1040202,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P007,M0040,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,80000,1.397922,0.145463,2274478,3,758159,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0040_P008,M0040,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Strategic,Product,56,0.33,15636075,110000,1.083165,0.112711,1762355,2,881178,0.07,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P001,M0041,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,150000,1.062479,0.098335,4501140,7,643020,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P002,M0041,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,175000,2.270597,0.210149,9619268,14,687091,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P003,M0041,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,135000,0.928554,0.08594,3933774,6,655629,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P004,M0041,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,120000,1.108478,0.102592,4696011,7,670859,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P005,M0041,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,90000,0.792803,0.073376,3358671,5,671734,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P006,M0041,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,160000,2.051843,0.189903,8692531,13,668656,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P007,M0041,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,80000,0.85178,0.078834,3608524,5,721705,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0041_P008,M0041,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CFO,200,0.335,45773555,110000,1.738162,0.160871,7363636,11,669421,0.047,High,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P001,M0042,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,150000,1.062479,0.109026,8409768,15,560651,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P002,M0042,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,175000,1.245166,0.127772,9855773,18,547543,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P003,M0042,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,135000,1.693246,0.173752,13402434,24,558435,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P004,M0042,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,120000,2.021342,0.207419,15999387,29,551703,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P005,M0042,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,90000,0.792803,0.081353,6275219,11,570474,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P006,M0042,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,160000,1.125204,0.115462,8906250,16,556641,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P007,M0042,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,80000,0.85178,0.087405,6742036,12,561836,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0042_P008,M0042,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,CRO,320,0.437,77135548,110000,0.953185,0.097811,7544681,14,538906,0.039,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P001,M0043,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,150000,1.937462,0.201913,10155961,21,483617,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P002,M0043,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,175000,1.245166,0.129765,6527020,13,502078,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P003,M0043,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,135000,0.928554,0.096769,4867379,10,486738,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P004,M0043,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,120000,1.108478,0.11552,5810517,12,484210,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P005,M0043,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,90000,1.4457,0.150664,7578197,16,473637,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P006,M0043,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,160000,1.125204,0.117263,5898195,12,491516,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
