account_id,product_id,ownership_status,current_acv_usd,contract_start_date,contract_end_date,renewal_risk,usage_score,adoption_score,expansion_eligible_flag
A0172,P006,Owned,206489,2024-02-04,2026-01-24,Low,91,93,Yes
A0172,P007,Not Owned,0,,,,0,0,
A0172,P008,Not Owned,0,,,,0,0,
A0174,P001,Not Owned,0,,,,0,0,
A0174,P002,Not Owned,0,,,,0,0,
A0174,P003,Not Owned,0,,,,0,0,
A0174,P004,Not Owned,0,,,,0,0,
A0174,P005,Owned,54129,2024-11-20,2025-11-15,Medium,55,53,No
A0174,P006,Not Owned,0,,,,0,0,
A0174,P007,Not Owned,0,,,,0,0,
A0174,P008,Owned,89603,2023-12-17,2025-12-06,Medium,62,71,No
A0175,P001,Not Owned,0,,,,0,0,
A0175,P002,Not Owned,0,,,,0,0,
A0175,P003,Not Owned,0,,,,0,0,
A0175,P004,Owned,196683,2023-07-20,2024-07-14,Medium,67,72,Yes
A0175,P005,Not Owned,0,,,,0,0,
A0175,P006,Not Owned,0,,,,0,0,
A0175,P007,Owned,110890,2023-09-10,2026-08-25,High,53,43,No
A0175,P008,Not Owned,0,,,,0,0,
A0177,P001,Not Owned,0,,,,0,0,
A0177,P002,Owned,316417,2023-07-19,2026-07-03,Low,81,87,Yes
A0177,P003,Not Owned,0,,,,0,0,
A0177,P004,Owned,164752,2023-03-23,2026-03-07,Low,88,85,Yes
A0177,P005,Owned,165502,2023-07-11,2026-06-25,Low,93,80,Yes
A0177,P006,Not Owned,0,,,,0,0,
A0177,P007,Owned,125651,2023-12-18,2025-12-07,Medium,55,75,Yes
A0177,P008,Not Owned,0,,,,0,0,
A0181,P001,Not Owned,0,,,,0,0,
A0181,P002,Owned,234925,2023-08-16,2025-08-05,Low,78,68,Yes
A0181,P003,Owned,133652,2025-05-31,2028-05-15,High,51,43,No
A0181,P004,Owned,144068,2024-02-05,2026-01-25,Medium,68,79,Yes
A0181,P005,Owned,106353,2024-01-31,2027-01-15,Medium,65,66,Yes
A0181,P006,Not Owned,0,,,,0,0,
A0181,P007,Not Owned,0,,,,0,0,
A0181,P008,Not Owned,0,,,,0,0,
A0182,P001,Not Owned,0,,,,0,0,
A0182,P002,Not Owned,0,,,,0,0,
A0182,P003,Not Owned,0,,,,0,0,
A0182,P004,Not Owned,0,,,,0,0,
A0182,P005,Not Owned,0,,,,0,0,
A0182,P006,Owned,129299,2025-03-02,2028-02-15,Medium,63,65,Yes
A0182,P007,Not Owned,0,,,,0,0,
A0182,P008,Not Owned,0,,,,0,0,
A0183,P001,Not Owned,0,,,,0,0,
A0183,P002,Owned,319409,2025-04-24,2028-04-08,High,49,43,No
A0183,P003,Not Owned,0,,,,0,0,
A0183,P004,Not Owned,0,,,,0,0,
A0183,P005,Not Owned,0,,,,0,0,
A0183,P006,Owned,295250,2023-04-26,2025-04-15,Low,83,80,Yes
A0183,P007,Not Owned,0,,,,0,0,
A0183,P008,Not Owned,0,,,,0,0,
A0184,P001,Not Owned,0,,,,0,0,
A0184,P002,Not Owned,0,,,,0,0,
A0184,P003,Not Owned,0,,,,0,0,
A0184,P004,Not Owned,0,,,,0,0,
A0184,P005,Owned,59253,2025-03-23,2026-03-18,High,50,50,No
A0184,P006,Owned,133104,2023-08-04,2025-07-24,Medium,64,69,Yes
A0184,P007,Not Owned,0,,,,0,0,
A0184,P008,Not Owned,0,,,,0,0,
A0186,P001,Not Owned,0,,,,0,0,
A0186,P002,Not Owned,0,,,,0,0,
A0186,P003,Not Owned,0,,,,0,0,
A0186,P004,Not Owned,0,,,,0,0,
A0186,P005,Not Owned,0,,,,0,0,
A0186,P006,Owned,103785,2023-08-10,2026-07-25,Medium,56,59,No
A0186,P007,Not Owned,0,,,,0,0,
A0186,P008,Not Owned,0,,,,0,0,
A0188,P001,Not Owned,0,,,,0,0,
A0188,P002,Not Owned,0,,,,0,0,
A0188,P003,Not Owned,0,,,,0,0,
A0188,P004,Owned,99102,2024-05-02,2027-04-17,Low,78,89,Yes
A0188,P005,Not Owned,0,,,,0,0,
A0188,P006,Not Owned,0,,,,0,0,
A0188,P007,Not Owned,0,,,,0,0,
A0188,P008,Not Owned,0,,,,0,0,
A0193,P001,Owned,142557,2024-09-27,2026-09-17,High,54,62,Yes
A0193,P002,Not Owned,0,,,,0,0,
A0193,P003,Not Owned,0,,,,0,0,
A0193,P004,Not Owned,0,,,,0,0,
A0193,P005,Not Owned,0,,,,0,0,
A0193,P006,Owned,202188,2024-10-20,2025-10-15,Medium,63,76,Yes
A0193,P007,Not Owned,0,,,,0,0,
A0193,P008,Not Owned,0,,,,0,0,
A0195,P001,Not Owned,0,,,,0,0,
A0195,P002,Not Owned,0,,,,0,0,
A0195,P003,Not Owned,0,,,,0,0,
A0195,P004,Not Owned,0,,,,0,0,
A0195,P005,Not Owned,0,,,,0,0,
A0195,P006,Owned,102635,2024-01-28,2027-01-12,Low,78,73,Yes
A0195,P007,Not Owned,0,,,,0,0,
A0195,P008,Not Owned,0,,,,0,0,
A0200,P001,Not Owned,0,,,,0,0,
A0200,P002,Owned,283346,2024-09-11,2027-08-27,High,53,53,No
A0200,P003,Not Owned,0,,,,0,0,
A0200,P004,Owned,179377,2023-08-29,2026-08-13,Low,78,77,Yes
A0200,P005,Owned,145515,2025-02-24,2027-02-14,Medium,70,72,Yes
A0200,P006,Owned,236184,2025-04-08,2027-03-29,Medium,71,74,Yes
A0200,P007,Owned,104575,2023-11-29,2026-11-13,Low,77,65,Yes
A0200,P008,Not Owned,0,,,,0,0,
A0205,P001,Not Owned,0,,,,0,0,
A0205,P002,Not Owned,0,,,,0,0,
A0205,P003,Owned,180872,2023-05-22,2025-05-11,Low,90,96,Yes
A0205,P004,Not Owned,0,,,,0,0,
A0205,P005,Owned,98858,2023-12-12,2026-11-26,Low,87,84,Yes
A0205,P006,Not Owned,0,,,,0,0,
A0205,P007,Not Owned,0,,,,0,0,
A0205,P008,Not Owned,0,,,,0,0,
A0207,P001,Not Owned,0,,,,0,0,
A0207,P002,Not Owned,0,,,,0,0,
A0207,P003,Owned,110675,2023-11-21,2026-11-05,Low,84,95,Yes
A0207,P004,Not Owned,0,,,,0,0,
A0207,P005,Not Owned,0,,,,0,0,
A0207,P006,Not Owned,0,,,,0,0,
A0207,P007,Owned,53868,2024-05-29,2025-05-24,Medium,64,80,Yes
A0207,P008,Not Owned,0,,,,0,0,
A0209,P001,Owned,272721,2023-02-13,2024-02-08,Medium,64,59,No
A0209,P002,Owned,262841,2023-08-24,2026-08-08,Low,86,88,Yes
A0209,P003,Owned,191373,2024-10-20,2025-10-15,Medium,65,62,Yes
A0209,P004,Not Owned,0,,,,0,0,
A0209,P005,Not Owned,0,,,,0,0,
A0209,P006,Owned,289513,2023-03-12,2024-03-06,High,45,40,No
A0209,P007,Owned,127560,2024-10-10,2027-09-25,Medium,72,80,Yes
A0209,P008,Not Owned,0,,,,0,0,
A0212,P001,Not Owned,0,,,,0,0,
A0212,P002,Not Owned,0,,,,0,0,
A0212,P003,Owned,83606,2023-11-07,2025-10-27,Low,78,70,Yes
A0212,P004,Not Owned,0,,,,0,0,
A0212,P005,Not Owned,0,,,,0,0,
A0212,P006,Owned,121486,2025-01-03,2026-12-24,High,54,52,No
A0212,P007,Not Owned,0,,,,0,0,
A0212,P008,Not Owned,0,,,,0,0,
A0213,P001,Not Owned,0,,,,0,0,
A0213,P002,Not Owned,0,,,,0,0,
A0213,P003,Not Owned,0,,,,0,0,
A0213,P004,Owned,86365,2024-10-14,2026-10-04,Low,91,99,Yes
A0213,P005,Not Owned,0,,,,0,0,
A0213,P006,Not Owned,0,,,,0,0,
A0213,P007,Not Owned,0,,,,0,0,
A0213,P008,Owned,69686,2023-01-07,2024-01-02,Medium,68,64,No
A0217,P001,Not Owned,0,,,,0,0,
A0217,P002,Owned,241476,2023-03-13,2026-02-25,Medium,58,59,No
A0217,P003,Owned,161047,2025-04-15,2026-04-10,Low,92,87,Yes
A0217,P004,Not Owned,0,,,,0,0,
A0217,P005,Not Owned,0,,,,0,0,
A0217,P006,Not Owned,0,,,,0,0,
A0217,P007,Owned,80361,2025-05-06,2026-05-01,High,53,54,No
A0217,P008,Owned,146293,2023-01-08,2025-12-23,Medium,64,68,No
A0218,P001,Owned,142009,2023-04-03,2026-03-18,Medium,60,52,No
A0218,P002,Not Owned,0,,,,0,0,
A0218,P003,Not Owned,0,,,,0,0,
A0218,P004,Owned,124418,2024-07-20,2026-07-10,Medium,67,71,Yes
A0218,P005,Not Owned,0,,,,0,0,
A0218,P006,Owned,152662,2023-06-19,2025-06-08,Medium,70,66,Yes
A0218,P007,Not Owned,0,,,,0,0,
A0218,P008,Not Owned,0,,,,0,0,
A0220,P001,Not Owned,0,,,,0,0,
A0220,P002,Not Owned,0,,,,0,0,
A0220,P003,Owned,157117,2023-11-25,2025-11-14,Low,92,91,Yes
A0220,P004,Not Owned,0,,,,0,0,
A0220,P005,Not Owned,0,,,,0,0,
A0220,P006,Not Owned,0,,,,0,0,
A0220,P007,Not Owned,0,,,,0,0,
A0220,P008,Owned,152978,2024-07-29,2027-07-14,Medium,62,54,No
A0224,P001,Owned,147676,2025-04-16,2028-03-31,Low,92,92,Yes
A0224,P002,Owned,201537,2024-11-04,2027-10-20,Medium,60,58,No
A0224,P003,Owned,161421,2023-07-06,2026-06-20,Medium,73,65,Yes
A0224,P004,Not Owned,0,,,,0,0,
A0224,P005,Owned,124628,2024-10-22,2026-10-12,Medium,56,67,Yes
A0224,P006,Not Owned,0,,,,0,0,
A0224,P007,Not Owned,0,,,,0,0,
A0224,P008,Not Owned,0,,,,0,0,
A0226,P001,Not Owned,0,,,,0,0,
A0226,P002,Not Owned,0,,,,0,0,
A0226,P003,Not Owned,0,,,,0,0,
A0226,P004,Owned,102843,2024-11-02,2027-10-18,Medium,56,60,Yes
A0226,P005,Not Owned,0,,,,0,0,
A0226,P006,Not Owned,0,,,,0,0,
A0226,P007,Not Owned,0,,,,0,0,
A0226,P008,Not Owned,0,,,,0,0,
A0228,P001,Owned,244278,2024-08-03,2027-07-19,Medium,58,57,No
A0228,P002,Owned,326079,2025-01-20,2027-01-10,Medium,65,48,No
A0228,P003,Owned,226596,2024-08-22,2025-08-17,Low,85,81,Yes
A0228,P004,Not Owned,0,,,,0,0,
A0228,P005,Owned,122418,2023-06-20,2025-06-09,Low,86,95,Yes
A0228,P006,Owned,239438,2023-09-08,2026-08-23,Low,79,81,Yes
A0228,P007,Not Owned,0,,,,0,0,
A0228,P008,Not Owned,0,,,,0,0,
A0233,P001,Owned,258055,2024-04-19,2027-04-04,Low,92,99,Yes
A0233,P002,Not Owned,0,,,,0,0,
A0233,P003,Not Owned,0,,,,0,0,
A0233,P004,Owned,218178,2023-08-13,2024-08-07,Medium,70,65,Yes
A0233,P005,Not Owned,0,,,,0,0,
A0233,P006,Not Owned,0,,,,0,0,
A0233,P007,Owned,130003,2023-09-25,2025-09-14,Low,81,99,Yes
A0233,P008,Not Owned,0,,,,0,0,
A0234,P001,Not Owned,0,,,,0,0,
A0234,P002,Not Owned,0,,,,0,0,
A0234,P003,Not Owned,0,,,,0,0,
A0234,P004,Not Owned,0,,,,0,0,
A0234,P005,Owned,71928,2023-07-04,2025-06-23,Low,83,90,Yes
A0234,P006,Owned,114683,2023-07-11,2026-06-25,Medium,56,41,No
A0234,P007,Not Owned,0,,,,0,0,
A0234,P008,Owned,78887,2023-06-15,2024-06-09,Medium,66,66,No
A0237,P001,Not Owned,0,,,,0,0,
A0237,P002,Not Owned,0,,,,0,0,
A0237,P003,Not Owned,0,,,,0,0,
A0237,P004,Not Owned,0,,,,0,0,
A0237,P005,Not Owned,0,,,,0,0,
A0237,P006,Owned,99648,2024-05-17,2027-05-02,Medium,65,82,Yes
A0237,P007,Not Owned,0,,,,0,0,
A0237,P008,Owned,69324,2024-07-25,2027-07-10,Medium,60,61,No
A0238,P001,Not Owned,0,,,,0,0,
A0238,P002,Owned,301543,2025-01-13,2026-01-08,Low,80,81,Yes
A0238,P003,Owned,187357,2023-02-08,2024-02-03,Medium,61,61,Yes
A0238,P004,Owned,212845,2024-12-03,2026-11-23,Low,78,68,Yes
A0238,P005,Not Owned,0,,,,0,0,
A0238,P006,Not Owned,0,,,,0,0,
A0238,P007,Not Owned,0,,,,0,0,
A0238,P008,Owned,174146,2025-06-03,2028-05-18,Medium,73,69,No
A0239,P001,Not Owned,0,,,,0,0,
A0239,P002,Not Owned,0,,,,0,0,
A0239,P003,Not Owned,0,,,,0,0,
A0239,P004,Not Owned,0,,,,0,0,
A0239,P005,Owned,99664,2023-08-31,2026-08-15,Low,79,83,Yes
A0239,P006,Owned,179903,2023-03-04,2024-02-27,Medium,57,78,Yes
A0239,P007,Not Owned,0,,,,0,0,
A0239,P008,Owned,115686,2024-02-02,2027-01-17,High,50,52,No
A0241,P001,Owned,146032,2025-05-05,2026-04-30,Medium,58,65,Yes
A0241,P002,Not Owned,0,,,,0,0,
A0241,P003,Not Owned,0,,,,0,0,
A0241,P004,Owned,164415,2023-04-06,2024-03-31,Low,94,86,Yes
A0241,P005,Not Owned,0,,,,0,0,
A0241,P006,Owned,161862,2024-08-14,2025-08-09,Low,94,99,Yes
A0241,P007,Not Owned,0,,,,0,0,
A0241,P008,Not Owned,0,,,,0,0,
A0243,P001,Owned,155169,2023-10-11,2026-09-25,Low,92,83,Yes
A0243,P002,Not Owned,0,,,,0,0,
A0243,P003,Owned,159061,2023-02-28,2026-02-12,Medium,57,65,Yes
A0243,P004,Not Owned,0,,,,0,0,
A0243,P005,Not Owned,0,,,,0,0,
A0243,P006,Not Owned,0,,,,0,0,
A0243,P007,Not Owned,0,,,,0,0,
A0243,P008,Owned,153934,2023-03-26,2024-03-20,Low,88,82,No
A0245,P001,Owned,151467,2023-02-19,2026-02-03,High,54,53,No
A0245,P002,Owned,177696,2025-06-06,2028-05-21,Low,89,85,Yes
A0245,P003,Not Owned,0,,,,0,0,
A0245,P004,Not Owned,0,,,,0,0,
A0245,P005,Owned,124618,2024-02-24,2026-02-13,Low,93,91,Yes
A0245,P006,Not Owned,0,,,,0,0,
A0245,P007,Not Owned,0,,,,0,0,
A0245,P008,Not Owned,0,,,,0,0,
A0246,P001,Owned,228100,2023-05-13,2024-05-07,High,47,44,No
A0246,P002,Owned,235548,2025-01-08,2026-01-03,Medium,73,77,Yes
A0246,P003,Not Owned,0,,,,0,0,
A0246,P004,Owned,207767,2024-06-25,2026-06-15,Medium,60,65,Yes
A0246,P005,Not Owned,0,,,,0,0,
A0246,P006,Not Owned,0,,,,0,0,
A0246,P007,Owned,111498,2024-09-29,2027-09-14,Low,91,92,Yes
A0246,P008,Not Owned,0,,,,0,0,
A0247,P001,Not Owned,0,,,,0,0,
A0247,P002,Not Owned,0,,,,0,0,
A0247,P003,Owned,140246,2023-01-14,2025-12-29,Medium,56,62,Yes
A0247,P004,Not Owned,0,,,,0,0,
A0247,P005,Not Owned,0,,,,0,0,
A0247,P006,Not Owned,0,,,,0,0,
A0247,P007,Owned,92196,2025-06-16,2028-05-31,Medium,64,64,Yes
A0247,P008,Not Owned,0,,,,0,0,
A0248,P001,Not Owned,0,,,,0,0,
A0248,P002,Owned,108383,2023-10-19,2024-10-13,Low,95,91,Yes
A0248,P003,Not Owned,0,,,,0,0,
A0248,P004,Not Owned,0,,,,0,0,
A0248,P005,Owned,67609,2024-02-09,2027-01-24,Low,78,82,Yes
A0248,P006,Not Owned,0,,,,0,0,
A0248,P007,Not Owned,0,,,,0,0,
A0248,P008,Not Owned,0,,,,0,0,
A0249,P001,Not Owned,0,,,,0,0,
A0249,P002,Not Owned,0,,,,0,0,
A0249,P003,Not Owned,0,,,,0,0,
A0249,P004,Not Owned,0,,,,0,0,
A0249,P005,Not Owned,0,,,,0,0,
A0249,P006,Owned,223154,2023-06-03,2026-05-18,Medium,63,68,Yes
A0249,P007,Not Owned,0,,,,0,0,
A0249,P008,Not Owned,0,,,,0,0,
A0250,P001,Owned,198253,2023-07-18,2026-07-02,Medium,68,75,Yes
A0250,P002,Not Owned,0,,,,0,0,
A0250,P003,Not Owned,0,,,,0,0,
A0250,P004,Not Owned,0,,,,0,0,
A0250,P005,Not Owned,0,,,,0,0,
A0250,P006,Not Owned,0,,,,0,0,
A0250,P007,Owned,89442,2025-03-20,2026-03-15,Low,92,91,Yes
A0250,P008,Not Owned,0,,,,0,0,
A0252,P001,Owned,190831,2024-08-05,2027-07-21,Medium,67,75,Yes
A0252,P002,Owned,204997,2023-01-18,2024-01-13,Medium,59,67,Yes
A0252,P003,Not Owned,0,,,,0,0,
A0252,P004,Not Owned,0,,,,0,0,
A0252,P005,Not Owned,0,,,,0,0,
A0252,P006,Not Owned,0,,,,0,0,
A0252,P007,Owned,111094,2023-05-02,2024-04-26,Medium,62,68,Yes
A0252,P008,Not Owned,0,,,,0,0,
A0256,P001,Not Owned,0,,,,0,0,
A0256,P002,Not Owned,0,,,,0,0,
A0256,P003,Not Owned,0,,,,0,0,
A0256,P004,Owned,130103,2023-05-14,2024-05-08,High,46,63,Yes
A0256,P005,Not Owned,0,,,,0,0,
A0256,P006,Owned,169968,2023-03-18,2026-03-02,Low,94,96,Yes
A0256,P007,Not Owned,0,,,,0,0,
A0256,P008,Not Owned,0,,,,0,0,
A0257,P001,Owned,149944,2024-09-20,2025-09-15,Low,75,78,Yes
A0257,P002,Not Owned,0,,,,0,0,
A0257,P003,Not Owned,0,,,,0,0,
A0257,P004,Owned,125900,2024-05-21,2026-05-11,High,48,53,No
A0257,P005,Not Owned,0,,,,0,0,
A0257,P006,Not Owned,0,,,,0,0,
A0257,P007,Not Owned,0,,,,0,0,
A0257,P008,Not Owned,0,,,,0,0,
A0259,P001,Not Owned,0,,,,0,0,
A0259,P002,Owned,125053,2025-06-01,2028-05-16,High,46,55,No
A0259,P003,Not Owned,0,,,,0,0,
A0259,P004,Not Owned,0,,,,0,0,
A0259,P005,Not Owned,0,,,,0,0,
A0259,P006,Not Owned,0,,,,0,0,
A0259,P007,Not Owned,0,,,,0,0,
A0259,P008,Not Owned,0,,,,0,0,
A0262,P001,Not Owned,0,,,,0,0,
A0262,P002,Owned,234255,2024-06-27,2027-06-12,High,51,47,No
A0262,P003,Owned,180962,2025-04-27,2028-04-11,Low,85,90,Yes
A0262,P004,Not Owned,0,,,,0,0,
A0262,P005,Not Owned,0,,,,0,0,
A0262,P006,Not Owned,0,,,,0,0,
A0262,P007,Not Owned,0,,,,0,0,
A0262,P008,Not Owned,0,,,,0,0,
A0263,P001,Not Owned,0,,,,0,0,
A0263,P002,Not Owned,0,,,,0,0,
A0263,P003,Owned,174295,2023-03-02,2024-02-25,High,46,32,No
A0263,P004,Owned,182692,2024-05-23,2027-05-08,Low,94,82,Yes
A0263,P005,Not Owned,0,,,,0,0,
A0263,P006,Owned,266831,2024-01-13,2026-01-02,Low,95,93,Yes
A0263,P007,Owned,123643,2024-11-24,2026-11-14,Medium,68,70,Yes
A0263,P008,Not Owned,0,,,,0,0,
A0267,P001,Not Owned,0,,,,0,0,
A0267,P002,Owned,185253,2025-05-11,2026-05-06,High,53,56,No
A0267,P003,Owned,154267,2023-04-24,2024-04-18,Low,80,74,Yes
A0267,P004,Not Owned,0,,,,0,0,
A0267,P005,Not Owned,0,,,,0,0,
A0267,P006,Not Owned,0,,,,0,0,
A0267,P007,Not Owned,0,,,,0,0,
A0267,P008,Not Owned,0,,,,0,0,
A0268,P001,Not Owned,0,,,,0,0,
A0268,P002,Owned,307445,2023-05-06,2024-04-30,Medium,58,75,Yes
A0268,P003,Not Owned,0,,,,0,0,
A0268,P004,Not Owned,0,,,,0,0,
A0268,P005,Not Owned,0,,,,0,0,
A0268,P006,Not Owned,0,,,,0,0,
A0268,P007,Owned,140989,2024-07-21,2025-07-16,High,51,53,No
A0268,P008,Not Owned,0,,,,0,0,
A0269,P001,Not Owned,0,,,,0,0,
A0269,P002,Not Owned,0,,,,0,0,
A0269,P003,Not Owned,0,,,,0,0,
A0269,P004,Not Owned,0,,,,0,0,
A0269,P005,Owned,72924,2023-04-03,2025-03-23,Medium,55,52,No
A0269,P006,Not Owned,0,,,,0,0,
A0269,P007,Not Owned,0,,,,0,0,
A0269,P008,Not Owned,0,,,,0,0,
A0270,P001,Not Owned,0,,,,0,0,
A0270,P002,Owned,230418,2024-11-17,2026-11-07,Medium,73,74,Yes
A0270,P003,Not Owned,0,,,,0,0,
A0270,P004,Not Owned,0,,,,0,0,
A0270,P005,Not Owned,0,,,,0,0,
A0270,P006,Not Owned,0,,,,0,0,
A0270,P007,Not Owned,0,,,,0,0,
A0270,P008,Not Owned,0,,,,0,0,
A0272,P001,Owned,126076,2023-04-21,2025-04-10,Low,90,93,Yes
A0272,P002,Not Owned,0,,,,0,0,
A0272,P003,Not Owned,0,,,,0,0,
A0272,P004,Not Owned,0,,,,0,0,
A0272,P005,Not Owned,0,,,,0,0,
A0272,P006,Not Owned,0,,,,0,0,
A0272,P007,Not Owned,0,,,,0,0,
A0272,P008,Not Owned,0,,,,0,0,
A0277,P001,Not Owned,0,,,,0,0,
A0277,P002,Not Owned,0,,,,0,0,
A0277,P003,Not Owned,0,,,,0,0,
A0277,P004,Owned,74361,2023-02-25,2025-02-14,Low,90,91,Yes
A0277,P005,Not Owned,0,,,,0,0,
A0277,P006,Not Owned,0,,,,0,0,
A0277,P007,Owned,52512,2023-03-23,2024-03-17,Medium,63,56,No
A0277,P008,Not Owned,0,,,,0,0,
A0283,P001,Not Owned,0,,,,0,0,
A0283,P002,Owned,229507,2023-06-29,2024-06-23,Low,90,97,Yes
A0283,P003,Not Owned,0,,,,0,0,
A0283,P004,Not Owned,0,,,,0,0,
A0283,P005,Owned,93007,2023-01-18,2026-01-02,Medium,72,76,Yes
A0283,P006,Not Owned,0,,,,0,0,
A0283,P007,Not Owned,0,,,,0,0,
A0283,P008,Not Owned,0,,,,0,0,
A0287,P001,Not Owned,0,,,,0,0,
A0287,P002,Not Owned,0,,,,0,0,
A0287,P003,Not Owned,0,,,,0,0,
A0287,P004,Owned,136670,2024-03-15,2027-02-28,Medium,61,69,Yes
A0287,P005,Not Owned,0,,,,0,0,
A0287,P006,Owned,187398,2023-07-29,2024-07-23,Low,80,85,Yes
A0287,P007,Not Owned,0,,,,0,0,
A0287,P008,Not Owned,0,,,,0,0,
A0289,P001,Not Owned,0,,,,0,0,
A0289,P002,Not Owned,0,,,,0,0,
A0289,P003,Not Owned,0,,,,0,0,
A0289,P004,Owned,121803,2025-04-09,2027-03-30,Medium,61,61,Yes
A0289,P005,Owned,119576,2024-02-08,2026-01-28,High,54,63,Yes
A0289,P006,Not Owned,0,,,,0,0,
A0289,P007,Not Owned,0,,,,0,0,
A0289,P008,Owned,130275,2025-04-30,2026-04-25,Low,89,94,No
A0292,P001,Owned,130888,2024-02-17,2026-02-06,Medium,72,88,Yes
A0292,P002,Not Owned,0,,,,0,0,
A0292,P003,Not Owned,0,,,,0,0,
A0292,P004,Not Owned,0,,,,0,0,
A0292,P005,Not Owned,0,,,,0,0,
A0292,P006,Not Owned,0,,,,0,0,
A0292,P007,Owned,61674,2023-01-26,2024-01-21,Low,95,99,Yes
A0292,P008,Owned,68634,2024-04-02,2027-03-18,Low,76,73,No
A0296,P001,Owned,251574,2024-08-22,2025-08-17,Low,79,75,Yes
A0296,P002,Not Owned,0,,,,0,0,
A0296,P003,Not Owned,0,,,,0,0,
A0296,P004,Not Owned,0,,,,0,0,
A0296,P005,Not Owned,0,,,,0,0,
A0296,P006,Owned,279572,2024-07-19,2025-07-14,Low,90,78,Yes
A0296,P007,Not Owned,0,,,,0,0,
A0296,P008,Not Owned,0,,,,0,0,
A0297,P001,Owned,213834,2024-12-25,2025-12-20,Medium,65,60,Yes
A0297,P002,Not Owned,0,,,,0,0,
A0297,P003,Owned,237244,2023-02-13,2025-02-02,Low,84,82,Yes
A0297,P004,Not Owned,0,,,,0,0,
A0297,P005,Owned,147292,2024-10-24,2027-10-09,Low,76,74,Yes
A0297,P006,Not Owned,0,,,,0,0,
A0297,P007,Not Owned,0,,,,0,0,
A0297,P008,Owned,203185,2024-02-09,2027-01-24,Low,78,89,No
A0298,P001,Not Owned,0,,,,0,0,
A0298,P002,Not Owned,0,,,,0,0,
A0298,P003,Not Owned,0,,,,0,0,
A0298,P004,Owned,91249,2024-12-02,2025-11-27,Medium,71,70,Yes
A0298,P005,Not Owned,0,,,,0,0,
A0298,P006,Not Owned,0,,,,0,0,
A0298,P007,Not Owned,0,,,,0,0,
A0298,P008,Owned,77052,2024-07-23,2027-07-08,Medium,63,77,No
A0299,P001,Not Owned,0,,,,0,0,
A0299,P002,Owned,241704,2024-05-11,2026-05-01,Low,81,91,Yes
A0299,P003,Owned,143834,2023-08-27,2024-08-21,Low,93,90,Yes
A0299,P004,Owned,153840,2024-06-11,2027-05-27,Low,82,86,Yes
A0299,P005,Not Owned,0,,,,0,0,
A0299,P006,Not Owned,0,,,,0,0,
A0299,P007,Not Owned,0,,,,0,0,
A0299,P008,Owned,133843,2024-08-19,2027-08-04,High,52,60,No
A0302,P001,Not Owned,0,,,,0,0,
A0302,P002,Not Owned,0,,,,0,0,
A0302,P003,Not Owned,0,,,,0,0,
A0302,P004,Not Owned,0,,,,0,0,
A0302,P005,Owned,57416,2024-03-17,2027-03-02,High,53,52,No
A0302,P006,Not Owned,0,,,,0,0,
A0302,P007,Not Owned,0,,,,0,0,
A0302,P008,Not Owned,0,,,,0,0,
A0306,P001,Not Owned,0,,,,0,0,
A0306,P002,Not Owned,0,,,,0,0,
A0306,P003,Not Owned,0,,,,0,0,
A0306,P004,Not Owned,0,,,,0,0,
A0306,P005,Not Owned,0,,,,0,0,
A0306,P006,Not Owned,0,,,,0,0,
A0306,P007,Not Owned,0,,,,0,0,
A0306,P008,Owned,66559,2024-04-16,2027-04-01,Medium,55,61,No
A0308,P001,Owned,199492,2024-07-12,2025-07-07,Medium,60,65,Yes
A0308,P002,Not Owned,0,,,,0,0,
A0308,P003,Owned,202501,2024-12-19,2027-12-04,Low,81,71,Yes
A0308,P004,Not Owned,0,,,,0,0,
A0308,P005,Not Owned,0,,,,0,0,
A0308,P006,Owned,301870,2024-08-21,2026-08-11,High,54,53,No
A0308,P007,Owned,146193,2023-03-27,2025-03-16,High,46,44,No
A0308,P008,Not Owned,0,,,,0,0,
A0310,P001,Not Owned,0,,,,0,0,
A0310,P002,Not Owned,0,,,,0,0,
A0310,P003,Not Owned,0,,,,0,0,
A0310,P004,Not Owned,0,,,,0,0,
A0310,P005,Owned,86134,2025-04-20,2026-04-15,Low,79,69,Yes
A0310,P006,Owned,219186,2023-09-24,2025-09-13,Low,79,87,Yes
A0310,P007,Not Owned,0,,,,0,0,
A0310,P008,Owned,126565,2023-12-31,2026-12-15,Low,77,87,No
A0312,P001,Not Owned,0,,,,0,0,
A0312,P002,Not Owned,0,,,,0,0,
A0312,P003,Not Owned,0,,,,0,0,
A0312,P004,Owned,166843,2024-01-18,2026-01-07,High,45,42,No
A0312,P005,Owned,85933,2024-07-07,2025-07-02,Medium,71,70,Yes
A0312,P006,Not Owned,0,,,,0,0,
A0312,P007,Not Owned,0,,,,0,0,
A0312,P008,Owned,127729,2024-04-29,2027-04-14,High,50,52,No
A0315,P001,Not Owned,0,,,,0,0,
A0315,P002,Owned,212977,2023-04-04,2026-03-19,Low,87,82,Yes
A0315,P003,Owned,132523,2023-06-11,2026-05-26,Low,76,71,Yes
A0315,P004,Not Owned,0,,,,0,0,
A0315,P005,Not Owned,0,,,,0,0,
A0315,P006,Not Owned,0,,,,0,0,
A0315,P007,Not Owned,0,,,,0,0,
A0315,P008,Not Owned,0,,,,0,0,
A0316,P001,Not Owned,0,,,,0,0,
A0316,P002,Not Owned,0,,,,0,0,
